name,slug,status
Pyridoxine Hydrochloride + Riboflavine-5-Phosphate + Thiamine Hydrochloride,pyridoxine-hydrochloride-+-riboflavine-5-phosphate-+-thiamine-hydrochloride,1
Carboxymethylcellulose Sodium,carboxymethylcellulose-sodium,1
Almitrine Bismesylate + Raubasine,almitrine-bismesylate-+-raubasine,1
Glucosamine,glucosamine,1
Amino Acids (Essential) + Glucose & Electrolytes,amino-acids-(essential)-+-glucose-&-electrolytes,1
Fluticasone Propionate,fluticasone-propionate,1
Hydrochlorothiazide + Telmisartan,hydrochlorothiazide-+-telmisartan,1
Ascorbic Acid + Biotin + Calcium + Choline Bitartrate + Chromium + Cyanocobalamin + Inositol + Iodine + Magnesium + Manganese + Pantothenic acid + Para-Amino-Benzoic Acid + Pottassium + Riboflavin + Selenium + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E + Zinc,ascorbic-acid-+-biotin-+-calcium-+-choline-bitartrate-+-chromium-+-cyanocobalamin-+-inositol-+-iodine-+-magnesium-+-manganese-+-pantothenic-acid-+-para-amino-benzoic-acid-+-pottassium-+-riboflavin-+-selenium-+-vitamin-a-+-vitamin-b1-+-vitamin-d3-+-vitamin-e-+-zinc,1
Glycerol + Hypromellose + Polyethylene Glycol 400,glycerol-+-hypromellose-+-polyethylene-glycol-400,1
Polyethylene Glycol 400 + Propylene Glycol,polyethylene-glycol-400-+-propylene-glycol,1
Azilsartan Medoxomil,azilsartan-medoxomil,1
Desogestrel + Ethinylestradiol,desogestrel-+-ethinylestradiol,1
Lynestrenol,lynestrenol,1
Letrozole,letrozole,1
Testosterone Decanoate + Testosterone Isocaproate + Testosterone Phenyl propionate + Testosterone Propionate,testosterone-decanoate-+-testosterone-isocaproate-+-testosterone-phenyl-propionate-+-testosterone-propionate,1
Alcaftadine,alcaftadine,1
Elemental Iron,elemental-iron,1
Boron + Calcium + Copper + Magnesium + Manganese + Vitamin D3 + Zinc,boron-+-calcium-+-copper-+-magnesium-+-manganese-+-vitamin-d3-+-zinc,1
Calcium Carbonate + Calcium Lactate Gluconate + Vitamin C + Vitamin D,calcium-carbonate-+-calcium-lactate-gluconate-+-vitamin-c-+-vitamin-d,1
Nitrofurantoin,nitrofurantoin,1
Suvorexant,suvorexant,1
Fosfomycin,fosfomycin,1
Cholecalciferol (Vit. D3),cholecalciferol-(vit.-d3),1
Indacaterol,indacaterol,1
Cabergoline,cabergoline,1
Linagliptin + Metformin Hydrochloride,linagliptin-+-metformin-hydrochloride,1
Bepotastine Besilate,bepotastine-besilate,1
Dextromethorphan Hydrobromide + Phenylephrine Hydrochloride + Triprolidine Hydrochloride,dextromethorphan-hydrobromide-+-phenylephrine-hydrochloride-+-triprolidine-hydrochloride,1
Cilnidipine,cilnidipine,1
Tofacitinib,tofacitinib,1
Eltrombopag,eltrombopag,1
Carbonyl Iron + Folic Acid + Zinc,carbonyl-iron-+-folic-acid-+-zinc,1
Ferric Carboxymaltose,ferric-carboxymaltose,1
Dutasteride + Tamsulosin Hydrochloride,dutasteride-+-tamsulosin-hydrochloride,1
Zoledronic Acid,zoledronic-acid,1
Sodium Alginate,sodium-alginate,1
Sofosbuvir + Velpatasvir,sofosbuvir-+-velpatasvir,1
Calcium (Algae Source) + Vitamin D3,calcium-(algae-source)-+-vitamin-d3,1
Hydroxychloroquine Sulphate,hydroxychloroquine-sulphate,1
Favipiravir,favipiravir,1
Amprolium Hydrochloride,amprolium-hydrochloride,1
Clorsulon + Ivermectin,clorsulon-+-ivermectin,1
Tiotropium,tiotropium,1
Enoxaprin,enoxaprin,1
Empagliflozin,empagliflozin,1
Ibandronic Acid,ibandronic-acid,1
Nabumetone,nabumetone,1
Bromhexine + Erythromycin + Neomycin + Sulfadimidine + Trimethoprim,bromhexine-+-erythromycin-+-neomycin-+-sulfadimidine-+-trimethoprim,1
Ceftiofur,ceftiofur,1
Empagliflozin + Metformin Hydrochloride,empagliflozin-+-metformin-hydrochloride,1
Brivaracetam,brivaracetam,1
Posaconazole,posaconazole,1
Clarithromycin,clarithromycin,1
Prucalopride,prucalopride,1
Amlodipine + Bisoprolol Hemifumarate,amlodipine-+-bisoprolol-hemifumarate,1
Hydrochlorothiazide + Nebivolol,hydrochlorothiazide-+-nebivolol,1
Ascorbic Acid + Calcium Carbonate + Calcium Gluconate + Calcium Lactate,ascorbic-acid-+-calcium-carbonate-+-calcium-gluconate-+-calcium-lactate,1
Chlorthalidone,chlorthalidone,1
Darbepoetin,darbepoetin,1
Rituximab,rituximab,1
Elagolix,elagolix,1
Relugolix,relugolix,1
Lefamulin,lefamulin,1
Citric Acid Monohydrate + Potassium Citrate,citric-acid-monohydrate-+-potassium-citrate,1
Benzalkonium Chloride + Chlorhexidine Hydrochloride + Isopropyl Myristate + Liquid Paraffin,benzalkonium-chloride-+-chlorhexidine-hydrochloride-+-isopropyl-myristate-+-liquid-paraffin,1
Phenylbutazone,phenylbutazone,1
Florfenicol,florfenicol,1
Tylvalosin,tylvalosin,1
Fenbendazole,fenbendazole,1
Florfenicol + Flunixin,florfenicol-+-flunixin,1
Vonoprazan,vonoprazan,1
Omarigliptin,omarigliptin,1
Ferric Maltol,ferric-maltol,1
Erythromycin + Sulphadiazine + Trimethoprim,erythromycin-+-sulphadiazine-+-trimethoprim,1
Butaphosphan + Cyanocobalamin + DL-Methionine + Nicotinamide + Taurine,butaphosphan-+-cyanocobalamin-+-dl-methionine-+-nicotinamide-+-taurine,1
Amprolium + Mendione Sodium Bisulphite (Vitamin-K) + Sulfaquinoxaline Sodium,amprolium-+-mendione-sodium-bisulphite-(vitamin-k)-+-sulfaquinoxaline-sodium,1
Apramycin Sulfate,apramycin-sulfate,1
Isoflurane,isoflurane,1
Sevoflurane,sevoflurane,1
Vericiguat,vericiguat,1
Clascoterone,clascoterone,1
Tirzepatide,tirzepatide,1
Calcitriol + Calcium,calcitriol-+-calcium,1
Roxadustat,roxadustat,1
Folinic Acid,folinic-acid,1
Trimetazidine Dihydrochloride,trimetazidine-dihydrochloride,1
Empagliflozin + Linagliptin,empagliflozin-+-linagliptin,1
Amitriptyline + Chlordiazepoxide,amitriptyline-+-chlordiazepoxide,1
Semaglutide,semaglutide,1
Mirogabalin,mirogabalin,1
Fluticasone Furoate + Umeclidinium + Vilanterol,fluticasone-furoate-+-umeclidinium-+-vilanterol,1
Sacubitril + Valsartan,sacubitril-+-valsartan,1
Daprodustat,daprodustat,1
Itopride Hydrochloride,itopride-hydrochloride,1
Atorvastatin + Ezetimibe,atorvastatin-+-ezetimibe,1
Sulphadiazine + Sulphadimidine + Sulphapyridine,sulphadiazine-+-sulphadimidine-+-sulphapyridine,1
Oxyclozanide + Tetramisole Hydrochloride,oxyclozanide-+-tetramisole-hydrochloride,1
Ammonium Bicarbonate + Gentian + Ginger + Nux vomica + Sodium Bicarbonate,ammonium-bicarbonate-+-gentian-+-ginger-+-nux-vomica-+-sodium-bicarbonate,1
Piperazine,piperazine,1
Sodium Carbonate,sodium-carbonate,1
Tacrolimus,tacrolimus,1
Sulphadiazine + Trimethoprim,sulphadiazine-+-trimethoprim,1
Sodium Sulfachloropyridazine + Trimethoprim,sodium-sulfachloropyridazine-+-trimethoprim,1
Sulfaclozine,sulfaclozine,1
Antimony Potassium Tartrate + Ferrous Sulphate,antimony-potassium-tartrate-+-ferrous-sulphate,1
Buparvaquone,buparvaquone,1
Calcium Gluconate + Dextrose + Magnesium Hypophosphite,calcium-gluconate-+-dextrose-+-magnesium-hypophosphite,1
Erythromycin Thiocyanate + Sulphadiazine + Trimethoprim,erythromycin-thiocyanate-+-sulphadiazine-+-trimethoprim,1
Diaverdin + Nicotinamide + Sulphadimethoxine Sodium + Sulphadimidine + Vitamin K,diaverdin-+-nicotinamide-+-sulphadimethoxine-sodium-+-sulphadimidine-+-vitamin-k,1
Sulphadimidine,sulphadimidine,1
Zinc Sulphate Monohydrate,zinc-sulphate-monohydrate,1
Anhydrous Glucose + Vitamin C,anhydrous-glucose-+-vitamin-c,1
Nicotinamide + Pyridoxine Hydrochloride + Riboflavine Sodium Phosphate + Thiamine Hydrochloride + Zinc Sulphate Monohydrate,nicotinamide-+-pyridoxine-hydrochloride-+-riboflavine-sodium-phosphate-+-thiamine-hydrochloride-+-zinc-sulphate-monohydrate,1
Ascorbic Acid + Biotin + Calcium Pantothenate + Dextrose Anhydrous + Folic Acid + Nicotinamide + Pyridoxine Hydrochloride + Riboflavine Sodium Phosphate + Thiamine Hydrochloride + Vitamin B12,ascorbic-acid-+-biotin-+-calcium-pantothenate-+-dextrose-anhydrous-+-folic-acid-+-nicotinamide-+-pyridoxine-hydrochloride-+-riboflavine-sodium-phosphate-+-thiamine-hydrochloride-+-vitamin-b12,1
Flavoxate Hydrochloride,flavoxate-hydrochloride,1
Hydroquinone,hydroquinone,1
Glycerol + Hydrogen Peroxide Solution + Isopropyl Alcohol,glycerol-+-hydrogen-peroxide-solution-+-isopropyl-alcohol,1
Camphor + Menthol + Methyl Salicylate,camphor-+-menthol-+-methyl-salicylate,1
Dexlansoprazole,dexlansoprazole,1
Carprofen,carprofen,1
Loperamide,loperamide,1
Chlorpromazine Hydrochloride,chlorpromazine-hydrochloride,1
Metoclopramide Hydrochloride,metoclopramide-hydrochloride,1
Magnesium Hydroxide,magnesium-hydroxide,1
Pyrantel Pamoate,pyrantel-pamoate,1
Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin C + Vitamin D,nicotinamide-+-pantothenic-acid-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-a-+-vitamin-b1-+-vitamin-c-+-vitamin-d,1
Tetracycline Hydrochloride,tetracycline-hydrochloride,1
Cloxacillin,cloxacillin,1
Ascorbic Acid + Calcium Pantothenate + Cupric Sulphate + Cyanocobalamin + Ferrous Sulphate + Folic Acid + Manganese Sulphate + Nicotinamide + Potassium Iodide + Potassium Sulphate + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D + Vitamin E + Zinc Sulphate,ascorbic-acid-+-calcium-pantothenate-+-cupric-sulphate-+-cyanocobalamin-+-ferrous-sulphate-+-folic-acid-+-manganese-sulphate-+-nicotinamide-+-potassium-iodide-+-potassium-sulphate-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-a-+-vitamin-b1-+-vitamin-d-+-vitamin-e-+-zinc-sulphate,1
Phenoxymethyl Penicillin,phenoxymethyl-penicillin,1
Quinine Sulphate,quinine-sulphate,1
Nitrazepam,nitrazepam,1
Mebhydrolin,mebhydrolin,1
Glibenclamide,glibenclamide,1
Diltiazem Hydrochloride,diltiazem-hydrochloride,1
Amitriptyline Hydrochloride,amitriptyline-hydrochloride,1
Sulphanilamide,sulphanilamide,1
Fluoxetine,fluoxetine,1
Haloperidol,haloperidol,1
Cinnarizine,cinnarizine,1
Nifedipine,nifedipine,1
Frusemide,frusemide,1
Choline + Cobalt + Cyanocobalamin + Ferrous Sulphate + Vitamin B1,choline-+-cobalt-+-cyanocobalamin-+-ferrous-sulphate-+-vitamin-b1,1
Ascorbic Acid + Calcium d-Pantothenate + Cynocobalamin + Folic Acid + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,ascorbic-acid-+-calcium-d-pantothenate-+-cynocobalamin-+-folic-acid-+-nicotinamide-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-b1,1
Lorazepam,lorazepam,1
Enalapril Maleate,enalapril-maleate,1
Bisacodyl,bisacodyl,1
Phenobarbitone,phenobarbitone,1
Flurazepam,flurazepam,1
Captopril,captopril,1
Ispaghula Husk,ispaghula-husk,1
Verapamil Hydrochloride,verapamil-hydrochloride,1
Betamethasone + Clotrimazole,betamethasone-+-clotrimazole,1
Trichlorfon,trichlorfon,1
Betamethasone + Neomycin Sulphate,betamethasone-+-neomycin-sulphate,1
Acyclovir,acyclovir,1
Clozapine,clozapine,1
Diazepam,diazepam,1
Rivastigmine,rivastigmine,1
Valsartan,valsartan,1
D-Panthenol + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,d-panthenol-+-nicotinamide-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-b1,1
Cyanocobalamin + DL-Methionine + Inositol + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,cyanocobalamin-+-dl-methionine-+-inositol-+-nicotinamide-+-pantothenic-acid-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-b1,1
Citric Acid Monohydrate,citric-acid-monohydrate,1
Isopropyl Alcohol,isopropyl-alcohol,1
Chloroxylenol,chloroxylenol,1
Oxyclozanide,oxyclozanide,1
Niclosamide,niclosamide,1
Itraconazole,itraconazole,1
Boric Acid + Dithranol + Salicylic Acid,boric-acid-+-dithranol-+-salicylic-acid,1
Sodium Picosulfate,sodium-picosulfate,1
Methyl Prednisolone,methyl-prednisolone,1
Bilastine,bilastine,1
Dextromethorphan Hydrobromide + Diphenhydramine Hydrochloride + Levomenthol,dextromethorphan-hydrobromide-+-diphenhydramine-hydrochloride-+-levomenthol,1
Mifepristone,mifepristone,1
Misoprostol,misoprostol,1
Loperamide Hydrochloride,loperamide-hydrochloride,1
Vardenafil Hydrochloride,vardenafil-hydrochloride,1
Meloxicam + Paracetamol,meloxicam-+-paracetamol,1
Sodium Bicarbonate,sodium-bicarbonate,1
Lamivudine,lamivudine,1
Zolpidem Tartrate,zolpidem-tartrate,1
Repaglinide,repaglinide,1
Roxithromycin,roxithromycin,1
Artesunate,artesunate,1
Sulindac,sulindac,1
Tobramycin,tobramycin,1
Zafirlukast,zafirlukast,1
Ornidazole,ornidazole,1
Diphenhydramine Hydrochloride + Zinc Acetate,diphenhydramine-hydrochloride-+-zinc-acetate,1
Neomycin Sulphate + Polymixin B Sulphate + Pramoxine,neomycin-sulphate-+-polymixin-b-sulphate-+-pramoxine,1
Terconazole,terconazole,1
Nicotine,nicotine,1
Gemefloxacin,gemefloxacin,1
Potassium Chloride + Rice Powder (Pregelatineized) + Sodium Chloride + Trisodium Citrate,potassium-chloride-+-rice-powder-(pregelatineized)-+-sodium-chloride-+-trisodium-citrate,1
Niacinamide + Pyridoxine Hydrochloride + Riboflavin + Thiamine Hydrochloride + Zinc,niacinamide-+-pyridoxine-hydrochloride-+-riboflavin-+-thiamine-hydrochloride-+-zinc,1
Dextrose,dextrose,1
Metronidazole + Miconazole Nitrate,metronidazole-+-miconazole-nitrate,1
Aminophylline,aminophylline,1
Calcium Lactate,calcium-lactate,1
Calcium Gluconate,calcium-gluconate,1
Phenytoin Sodium,phenytoin-sodium,1
Phenytoin,phenytoin,1
Methyldopa,methyldopa,1
Ergometrine Maleate,ergometrine-maleate,1
Activated Charcoal,activated-charcoal,1
Lovastatin,lovastatin,1
Rifampicin,rifampicin,1
Nalidixic Acid,nalidixic-acid,1
Spironolactone,spironolactone,1
Halcinonide,halcinonide,1
Pyrimethamine,pyrimethamine,1
Sumatriptan,sumatriptan,1
Morphine Sulphate,morphine-sulphate,1
Pethidine Hydrochloride,pethidine-hydrochloride,1
Calamine + Zinc Oxide,calamine-+-zinc-oxide,1
Ketoconazole,ketoconazole,1
Gramicidin + Neomycin Sulphate + Nystatin + Triamcinolone Acetonide,gramicidin-+-neomycin-sulphate-+-nystatin-+-triamcinolone-acetonide,1
Oxyphenonium Bromide,oxyphenonium-bromide,1
Halazone,halazone,1
Ferrous Fumarate + Folic Acid,ferrous-fumarate-+-folic-acid,1
Sodium Thiosulfate,sodium-thiosulfate,1
Ascorbic Acid + Folic Acid + Iron + Vitamin A + Zinc,ascorbic-acid-+-folic-acid-+-iron-+-vitamin-a-+-zinc,1
Fluocinolone + Hydroquinone + Tretinoin,fluocinolone-+-hydroquinone-+-tretinoin,1
Clotrimazole + Hydrocortisone,clotrimazole-+-hydrocortisone,1
Fusidic Acid,fusidic-acid,1
Poly Ethylene Glycol 3350,poly-ethylene-glycol-3350,1
Pivmecillinam,pivmecillinam,1
Glipizide + Metformin Hydrochloride,glipizide-+-metformin-hydrochloride,1
Eszopiclone,eszopiclone,1
Doxepin,doxepin,1
Tenoxicam,tenoxicam,1
Pizotifen,pizotifen,1
Fluorometholone,fluorometholone,1
Cyclosporine,cyclosporine,1
Glycerine + Liquid Sugar,glycerine-+-liquid-sugar,1
Tropicamide,tropicamide,1
Latanoprost,latanoprost,1
Fluorometholone + Tetrahydrozoline Hydrochloride,fluorometholone-+-tetrahydrozoline-hydrochloride,1
Bacitracin Zinc + Polymixin B Sulphate,bacitracin-zinc-+-polymixin-b-sulphate,1
Brimonidine Tartrate + Timolol Maleate,brimonidine-tartrate-+-timolol-maleate,1
Travoprost,travoprost,1
Timolol Maleate + Travoprost,timolol-maleate-+-travoprost,1
Dexamethasone + Tobramycin,dexamethasone-+-tobramycin,1
Iron Sucrose (Iron (Iii) Hydroxide Sucrose Complex),iron-sucrose-(iron-(iii)-hydroxide-sucrose-complex),1
Glipizide,glipizide,1
Digoxin,digoxin,1
Ciprofloxacin + Hydrocortisone Acetate,ciprofloxacin-+-hydrocortisone-acetate,1
Iodine,iodine,1
Clomiphene Citrate,clomiphene-citrate,1
Sodium Fusidate,sodium-fusidate,1
Fusidic Acid + Hydrocortisone Acetate,fusidic-acid-+-hydrocortisone-acetate,1
Candesartan Cilexetil,candesartan-cilexetil,1
Tolperisone Hydrochloride,tolperisone-hydrochloride,1
Natamycin,natamycin,1
Naphazoline Nitrate + Zinc Sulphate,naphazoline-nitrate-+-zinc-sulphate,1
Lacidipine,lacidipine,1
Imipramine Hydrochloride,imipramine-hydrochloride,1
Dexamethasone + Neomycin + Polymixin B Sulphate,dexamethasone-+-neomycin-+-polymixin-b-sulphate,1
Dexamethasone + Neomycin + Polymixin,dexamethasone-+-neomycin-+-polymixin,1
Dextran 70 + Hypromellose,dextran-70-+-hypromellose,1
Phenylepherine Hydrochloride + Tropicamide,phenylepherine-hydrochloride-+-tropicamide,1
Candesartan Cilexetil + Hydrochlorothiazide,candesartan-cilexetil-+-hydrochlorothiazide,1
Betaxolol,betaxolol,1
Rimexolone,rimexolone,1
Bacitracin Zinc + Neomycin Sulphate + Polymixin B Sulphate,bacitracin-zinc-+-neomycin-sulphate-+-polymixin-b-sulphate,1
Fluorometholone + Gentamicin,fluorometholone-+-gentamicin,1
Etodolac,etodolac,1
Metformin Hydrochloride + Rosiglitazone,metformin-hydrochloride-+-rosiglitazone,1
Ofloxacin,ofloxacin,1
Sulfasalazine,sulfasalazine,1
Loteprednol Etabonate,loteprednol-etabonate,1
Epalrestat,epalrestat,1
Pilocarpine Hydrochloride,pilocarpine-hydrochloride,1
Loteprednol Etabonate + Tobramycin,loteprednol-etabonate-+-tobramycin,1
Clioquinol + Flumetasone Pivalate,clioquinol-+-flumetasone-pivalate,1
Ivabradine,ivabradine,1
Carboxymethylcellulose Sodium + Glycerine,carboxymethylcellulose-sodium-+-glycerine,1
Beta Carotene + Calcium + Cholecalciferol (Vit. D3) + Cyanocobalamin + Folic Acid + Iodine + Iron + Magnesium + Nicotinamide + Phosphorous + Pyridoxine Hydrochloride + Riboflavin + Thiamine Nitrate + Vitamin C + Vitamin E + Zinc,beta-carotene-+-calcium-+-cholecalciferol-(vit.-d3)-+-cyanocobalamin-+-folic-acid-+-iodine-+-iron-+-magnesium-+-nicotinamide-+-phosphorous-+-pyridoxine-hydrochloride-+-riboflavin-+-thiamine-nitrate-+-vitamin-c-+-vitamin-e-+-zinc,1
Biotin + Calcium + Cholecalciferol (Vit. D3) + Chromium + Copper + Cyanocobalamin + Diabasic Calcium Phosphate + Folic Acid + Iodine + Iron + Magnesium + Manganese + Molybdenum + Niacin + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Thiamine Nitrate + Vitamin A + Vitamin A Acetate + Vitamin C + Vitamin E + Vitamin K + Zinc,biotin-+-calcium-+-cholecalciferol-(vit.-d3)-+-chromium-+-copper-+-cyanocobalamin-+-diabasic-calcium-phosphate-+-folic-acid-+-iodine-+-iron-+-magnesium-+-manganese-+-molybdenum-+-niacin-+-pantothenic-acid-+-pyridoxine-hydrochloride-+-riboflavin-+-thiamine-nitrate-+-vitamin-a-+-vitamin-a-acetate-+-vitamin-c-+-vitamin-e-+-vitamin-k-+-zinc,1
Salmeterol,salmeterol,1
Cinchocaine Hydrochloride + Esculin + Hydrocortisone + Neomycin Sulphate,cinchocaine-hydrochloride-+-esculin-+-hydrocortisone-+-neomycin-sulphate,1
Metronidazole + Neomycin Sulphate + Nystatin + Polymixin B Sulphate,metronidazole-+-neomycin-sulphate-+-nystatin-+-polymixin-b-sulphate,1
Epinastine Hydrochloride,epinastine-hydrochloride,1
Trifluridine,trifluridine,1
Brinzolamide,brinzolamide,1
Methyl Prednisolone Acetate,methyl-prednisolone-acetate,1
Pitavastatin,pitavastatin,1
Difluprednate,difluprednate,1
Gatifloxacin,gatifloxacin,1
Ganciclovir,ganciclovir,1
Sodium Hyaluronate,sodium-hyaluronate,1
Fluorometholone Acetate,fluorometholone-acetate,1
Besifloxacin,besifloxacin,1
Proparacaine Hydrochloride,proparacaine-hydrochloride,1
Nepafenac,nepafenac,1
Cefdinir,cefdinir,1
Homatropine Hydrobromide,homatropine-hydrobromide,1
Dexamethasone + Gatifloxacin,dexamethasone-+-gatifloxacin,1
Ascorbic Acid + Biotin + Cyanocobalamin + Folic Acid + Nicotinamide + Pantothenic acid + Pyridoxine + Riboflavin + Thiamine,ascorbic-acid-+-biotin-+-cyanocobalamin-+-folic-acid-+-nicotinamide-+-pantothenic-acid-+-pyridoxine-+-riboflavin-+-thiamine,1
Dorzolamide + Timolol,dorzolamide-+-timolol,1
Neomycin Sulphate + Polymixin B Sulphate + Prednisolone,neomycin-sulphate-+-polymixin-b-sulphate-+-prednisolone,1
Fluticasone Furoate,fluticasone-furoate,1
Insulin (Human) 30/70,insulin-(human)-30/70,1
Insulin (Human)  50/50,insulin-(human)--50/50,1
Insulin (Human) R,insulin-(human)-r,1
Insulin Glargin,insulin-glargin,1
Clobetasol Propionate + Salicylic Acid,clobetasol-propionate-+-salicylic-acid,1
Calcium + Vitamin D,calcium-+-vitamin-d,1
Anastrozol,anastrozol,1
Brimonidine Tartrate + Brinzolamide,brimonidine-tartrate-+-brinzolamide,1
Betamethasone + Clotrimazole + Gentamicin,betamethasone-+-clotrimazole-+-gentamicin,1
Amitriptyline Hydrochloride + Chlordiazepoxide,amitriptyline-hydrochloride-+-chlordiazepoxide,1
Silodosin,silodosin,1
Tafluprost,tafluprost,1
Doxylamine Succinate + Pyridoxine Hydrochloride,doxylamine-succinate-+-pyridoxine-hydrochloride,1
Mesalamine,mesalamine,1
Amprolium + Ascorbic Acid + Ethopabate + Mendione Sodium Bisulphite (Vitamin-K) + Sulphaquinoxaline,amprolium-+-ascorbic-acid-+-ethopabate-+-mendione-sodium-bisulphite-(vitamin-k)-+-sulphaquinoxaline,1
Megestrol Acetate,megestrol-acetate,1
Antazoline Hydrochloride + Tetryzoline Hydrochloride,antazoline-hydrochloride-+-tetryzoline-hydrochloride,1
Fusidic Acid Anhydrous,fusidic-acid-anhydrous,1
Dexamethasone + Moxifloxacin,dexamethasone-+-moxifloxacin,1
Erlotinib,erlotinib,1
Brimonidine Tartrate,brimonidine-tartrate,1
Insulin (Human) N,insulin-(human)-n,1
Mesalazine,mesalazine,1
Retapamulin,retapamulin,1
Citicoline,citicoline,1
Lifitegrast,lifitegrast,1
Folic Acid + L-Lysine + Nicotinamide + Vitamin A + Vitamin B1 + Vitamin B12 + Vitamin B2 + Vitamin B6 + Vitamin C + Vitamin D3 + Vitamin E,folic-acid-+-l-lysine-+-nicotinamide-+-vitamin-a-+-vitamin-b1-+-vitamin-b12-+-vitamin-b2-+-vitamin-b6-+-vitamin-c-+-vitamin-d3-+-vitamin-e,1
Lapatinib,lapatinib,1
Afatinib,afatinib,1
Erdosteine,erdosteine,1
Obeticholic Acid,obeticholic-acid,1
Latanoprost + Netarsudil,latanoprost-+-netarsudil,1
Netarsudil,netarsudil,1
Palbociclib,palbociclib,1
Ciprofibrate,ciprofibrate,1
Budesonide + Formoterol Fumarate + Glycopyrronium,budesonide-+-formoterol-fumarate-+-glycopyrronium,1
Oteseconazole,oteseconazole,1
Revefenacin,revefenacin,1
Beclomethasone Dipropionate + Clotrimazole + Lidocaine Hydrochloride + Ofloxacin,beclomethasone-dipropionate-+-clotrimazole-+-lidocaine-hydrochloride-+-ofloxacin,1
Luliconazole,luliconazole,1
Ertapenem,ertapenem,1
Gatifloxacin + Loteprednol Etabonate,gatifloxacin-+-loteprednol-etabonate,1
Atropine Sulphate,atropine-sulphate,1
Avibactam + Ceftazidime,avibactam-+-ceftazidime,1
Hydrochlorothiazide,hydrochlorothiazide,1
Sucralfate,sucralfate,1
Tioconazole,tioconazole,1
Perindopril Erbumine,perindopril-erbumine,1
Indapamide + Perindopril Erbumine,indapamide-+-perindopril-erbumine,1
Oxymorphone Hydrochloride,oxymorphone-hydrochloride,1
Thiamine Hydrochloride (Vit-B1),thiamine-hydrochloride-(vit-b1),1
Ampicillin Trihydrate,ampicillin-trihydrate,1
Amoxicillin Trihydrate,amoxicillin-trihydrate,1
Flucloxacillin Sodium,flucloxacillin-sodium,1
Oxaliplatin,oxaliplatin,1
Venetoclax,venetoclax,1
Methotrexate,methotrexate,1
Fluorouracil,fluorouracil,1
Propantheline Bromide,propantheline-bromide,1
Cyclophosphamide,cyclophosphamide,1
Alverine Citrate,alverine-citrate,1
Peppermint Oil,peppermint-oil,1
Tinidazole,tinidazole,1
Paclitaxel,paclitaxel,1
Gemcitabine,gemcitabine,1
Cisplatin,cisplatin,1
Adenosine,adenosine,1
Urokinase,urokinase,1
Carboplatin,carboplatin,1
Docetaxel,docetaxel,1
Poly (0-2 Hydroxyethyl Starch (Hydroxyethyl 130/0.4) + Sodium Chloride,poly-(0-2-hydroxyethyl-starch-(hydroxyethyl-130/0.4)-+-sodium-chloride,1
Inferferon Alfa-2a,inferferon-alfa-2a,1
Doxorubicin Hydrochloride,doxorubicin-hydrochloride,1
Peginterferon Alfa-2a,peginterferon-alfa-2a,1
Capecitabine,capecitabine,1
Etoposide,etoposide,1
Vincristine Sulphate,vincristine-sulphate,1
Imatinib,imatinib,1
Mercaptopurine,mercaptopurine,1
Cytarabine,cytarabine,1
Daunorubicin,daunorubicin,1
Vinorelbine,vinorelbine,1
Palonosetron,palonosetron,1
Paricalcitol,paricalcitol,1
Amphotericin B,amphotericin-b,1
Desferrioxamine Mesilate,desferrioxamine-mesilate,1
Flutamide,flutamide,1
Tamoxifen,tamoxifen,1
Agomelatine,agomelatine,1
Pralidoxime Chloride,pralidoxime-chloride,1
Lubiprostone,lubiprostone,1
Sunitinib,sunitinib,1
Everolimus,everolimus,1
Sorafenib,sorafenib,1
Temozolomide Hydrochloride,temozolomide-hydrochloride,1
Hydroxyurea,hydroxyurea,1
Milnacipran Hydrochloride,milnacipran-hydrochloride,1
Mesna Disulfide,mesna-disulfide,1
Ifosfamide,ifosfamide,1
Epirubicin Hydrochloride,epirubicin-hydrochloride,1
Dextrose + Sodium Chloride,dextrose-+-sodium-chloride,1
Trastuzumab,trastuzumab,1
Bevacizumab,bevacizumab,1
Abiraterone Acetate,abiraterone-acetate,1
Pegfilgrastim,pegfilgrastim,1
Coenzyme Q10 (Ubidecarenone),coenzyme-q10-(ubidecarenone),1
Carbetocin,carbetocin,1
Pyridoxine Hydrochloride,pyridoxine-hydrochloride,1
Iloperidone,iloperidone,1
Nanoparticle Albumin-Bound Paclitaxel,nanoparticle-albumin-bound-paclitaxel,1
Gefitinib,gefitinib,1
Heparin Sodium,heparin-sodium,1
Bicalutamide,bicalutamide,1
Cetuximab,cetuximab,1
