"id","quantity","unit","status","created_at","updated_at","deleted_at","created_by","updated_by","deleted_by","name"
"204","40","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"40 gm/100 gm"
"205",".25","%","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".25 %"
"206","6","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"6 mg"
"207","5","mg + 10 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg + 10 mg"
"208","2.5","mg + 10 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2.5 mg + 10 mg"
"209","5","mg/2 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg/2 ml"
"210","200","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mcg"
"211","1","mg + 100 mg + 100 mg/3 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 mg + 100 mg + 100 mg/3 ml"
"212","750","mg/vial","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"750 mg/vial"
"213","200","mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mg/ml"
"214","100","%","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 %"
"215","320","gm/KG","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"320 gm/KG"
"216","170","gm/ KG","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"170 gm/ KG"
"217","85","gm/ KG","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"85 gm/ KG"
"218","20","mg + 2 mg + 2 mg + 5 mg + 10 mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 mg + 2 mg + 2 mg + 5 mg + 10 mg/5 ml"
"219","48","gm/KG","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"48 gm/KG"
"220","500","gm/ KG","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 gm/ KG"
"221","700","gm/KG","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"700 gm/KG"
"222","450","mg + 50 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"450 mg + 50 mg"
"223",".3","%","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".3 %"
"224","1","mcg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 mcg/ml"
"225","250","mg/20 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 mg/20 ml"
"226","1","gm/5ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 gm/5ml"
"227",".5","mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".5 mg/ml"
"228","2.5","mg/1ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2.5 mg/1ml"
"229","5","mg/ ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg/ ml"
"230","20","mg + 320 mg/4 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 mg + 320 mg/4 ml"
"231","4","mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"4 mg/ml"
"232","40","mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"40 mg/ml"
"233","50","mg + 10 gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 mg + 10 gm/100 ml"
"234","2","mg/.2 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 mg/.2 ml"
"235","500","mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mg/5 ml"
"236","500","mcg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mcg/ml"
"237","60","mg + 2 mg + 6 mg + 30 mg + 15 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"60 mg + 2 mg + 6 mg + 30 mg + 15 mg"
"238","4","gm + .016 gm + .4 gm + .48 mg + 4 gm + 2.4 gm + .032 gm + .016 gm + 2.4 gm + 2.4 gm + 1.6 gm + .5 gm + .16 gm + .2 gm + 6 mg + 500 IU + .1 gm + 100 IU + .8 gm + .16 gm + 2 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"4 gm + .016 gm + .4 gm + .48 mg + 4 gm + 2.4 gm + .032 gm + .016 gm + 2.4 gm + 2.4 gm + 1.6 gm + .5 gm + .16 gm + .2 gm + 6 mg + 500 IU + .1 gm + 100 IU + .8 gm + .16 gm + 2 gm"
"239","6","gm + .02 gm + .4 gm + .48 mg + 2 gm + 1.6 gm + .032 gm + .016 gm + 1.2 gm + 2.4 gm + 1.4 gm + .6 gm + .16 gm + .32 gm + 6 mg + 620 IU + .1 gm + 120 IU + 1 gm + .16 gm + 2.4 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"6 gm + .02 gm + .4 gm + .48 mg + 2 gm + 1.6 gm + .032 gm + .016 gm + 1.2 gm + 2.4 gm + 1.4 gm + .6 gm + .16 gm + .32 gm + 6 mg + 620 IU + .1 gm + 120 IU + 1 gm + .16 gm + 2.4 gm"
"240","2","mg + .016 gm + .032 gm + .4 mg + 2 gm + 1.28 gm + .02 gm + .032 gm + 1.2 gm + 2.56 gm + 1 gm + .48 gm + .12 gm + .16 gm + 6.4 mg + 480 IU + .04 gm + 80 IU + .6 gm + .08 gm + 1.6 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 mg + .016 gm + .032 gm + .4 mg + 2 gm + 1.28 gm + .02 gm + .032 gm + 1.2 gm + 2.56 gm + 1 gm + .48 gm + .12 gm + .16 gm + 6.4 mg + 480 IU + .04 gm + 80 IU + .6 gm + .08 gm + 1.6 gm"
"241","25","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"25 gm/100 gm"
"242","5","gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 gm"
"243","10","gm + 5 gm + 50 gm + 26.6 gm + 200 IU","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10 gm + 5 gm + 50 gm + 26.6 gm + 200 IU"
"244","150","mg + 500 mcg + 61.8 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"150 mg + 500 mcg + 61.8 mg"
"245","62","%","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"62 %"
"246","2.6","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2.6 mg"
"247","1","gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 gm/100 ml"
"248","90","mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"90 mg/100 ml"
"249","7.5","mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"7.5 mg/ml"
"250","92","mg + 42 mg + 60 mg + 64 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"92 mg + 42 mg + 60 mg + 64 mg/100 ml"
"251","5","gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 gm/100 ml"
"252","5","mcg + 20 mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mcg + 20 mg/ml"
"253","1","mg/gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 mg/gm"
"254","700","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"700 mcg"
"255","180","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"180 mcg"
"256","88","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"88 mcg"
"257","400","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mcg"
"258","100","mcg/Metered Inhalation","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mcg/Metered Inhalation"
"259","100","mcg/Spray","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mcg/Spray"
"260","100","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mcg"
"261","60","mg/2 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"60 mg/2 ml"
"262","5","%","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 %"
"263","5","mg + 80 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg + 80 mg"
"264","5","mg + 160 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg + 160 mg"
"265","40","mg + 50 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"40 mg + 50 mg"
"266","667","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"667 mg"
"267","50","mcg + 25 mcg/Metered Inhalation","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 mcg + 25 mcg/Metered Inhalation"
"268","125","mcg + 25 mcg/Metered Inhalation","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"125 mcg + 25 mcg/Metered Inhalation"
"269","250","mcg + 25 mcg/Metered Inhalation","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 mcg + 25 mcg/Metered Inhalation"
"270",".05","mg + 5 mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".05 mg + 5 mg/ml"
"271","250","mcg/Metered Inhalation","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 mcg/Metered Inhalation"
"272","330","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"330 mg"
"273","12","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"12 mg"
"274","20","mg + 120 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 mg + 120 mg"
"275","180","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"180 mg"
"276","1.62","gm + 384 mg + 186 mg + 336 mg + 117 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.62 gm + 384 mg + 186 mg + 336 mg + 117 mg"
"277","500","IU + 5 mg/gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 IU + 5 mg/gm"
"278","100","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 gm/100 gm"
"279","9.1","mg + 50 mg + .02 mg + 100 mg + 25 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"9.1 mg + 50 mg + .02 mg + 100 mg + 25 mg"
"280","12.5","mg + 20 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"12.5 mg + 20 mg"
"281",".05","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".05 gm/100 gm"
"282","1.5","gm/vial","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.5 gm/vial"
"283","15","mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"15 mg/ml"
"284","1.2","gm + .025 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.2 gm + .025 gm/100 gm"
"285",".25","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".25 mg"
"286","10","mg/2 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10 mg/2 ml"
"287","300","mg + 100 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"300 mg + 100 mg/100 ml"
"288","200","mg + 50 mg + 1 gm + 60 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mg + 50 mg + 1 gm + 60 mg/100 ml"
"289","15","mg/3 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"15 mg/3 ml"
"290","2.5","gm + 2.5 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2.5 gm + 2.5 gm/100 gm"
"291","160","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"160 mg"
"292","250","mcg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 mcg/ml"
"293","12.5","mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"12.5 mg/ml"
"294","50","mg/1 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 mg/1 gm"
"295","3","mg/gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"3 mg/gm"
"296","4","gm + .5 gm/vial","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"4 gm + .5 gm/vial"
"297","55","mcg/Metered Inhalation","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"55 mcg/Metered Inhalation"
"298","2","gm + 250 mg/vial","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 gm + 250 mg/vial"
"299","20","mcg/Spray","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 mcg/Spray"
"300","20","mg/2 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 mg/2 ml"
"301","20","mg + 375 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 mg + 375 mg"
"302","100","mcg + 6 mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mcg + 6 mcg"
"303","200","mcg + 6 mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mcg + 6 mcg"
"304","400","mcg + 12 mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mcg + 12 mcg"
"305","160","mcg + 4.5 mcg/Puff","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"160 mcg + 4.5 mcg/Puff"
"306","80","mcg + 4.5 mcg/Puff","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"80 mcg + 4.5 mcg/Puff"
"307","500","mcg + 50 mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mcg + 50 mcg"
"308","100","mcg + 50 mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mcg + 50 mcg"
"309","250","mcg + 50 mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 mcg + 50 mcg"
"310","220","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"220 mcg"
"311","110","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"110 mcg"
"312","325","mg + 37.5 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"325 mg + 37.5 mg"
"313","2.25","gm/250 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2.25 gm/250 ml"
"314","50","mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 mg/ml"
"315","30","mcg + 150 mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"30 mcg + 150 mcg"
"316","750","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"750 mcg"
"317","50","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 mcg"
"318","20","mg + 40 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 mg + 40 mg"
"319","2.5","mg/2.5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2.5 mg/2.5 ml"
"320","20","mcg + 100 mcg/Metered Inhalation","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 mcg + 100 mcg/Metered Inhalation"
"321","2","mg/4 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 mg/4 ml"
"322","50","mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 mg/100 ml"
"323","25","mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"25 mg/5 ml"
"324",".05","%","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".05 %"
"325","37.5","mg + 200 mg + 150 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"37.5 mg + 200 mg + 150 mg"
"326","25","mg + 200 mg + 100 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"25 mg + 200 mg + 100 mg"
"327","12.5","mg + 200 mg + 50 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"12.5 mg + 200 mg + 50 mg"
"328","5","mg + 40 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg + 40 mg"
"329","50","mg + 200 mg + 200 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 mg + 200 mg + 200 mg"
"330","2.5","mg + 6.25 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2.5 mg + 6.25 mg"
"331","5","mg + 6.25 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg + 6.25 mg"
"332","400","mcg/Metered Inhalation","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mcg/Metered Inhalation"
"333","480","mg + 20 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"480 mg + 20 mg"
"334","1.25","ml + 300 mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.25 ml + 300 mg/5 ml"
"335","625","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"625 mg"
"336","125","mg + 31.25 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"125 mg + 31.25 mg"
"337","100","mg + 62.5 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 62.5 mg"
"338","200","mg + 125 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mg + 125 mg"
"339","4.09","gm + 70 mg + 380 mg + 420 mg + 440 mg + 8.07 gm/250 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"4.09 gm + 70 mg + 380 mg + 420 mg + 440 mg + 8.07 gm/250 ml"
"340","500","mg + 50 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mg + 50 mg"
"341","1000","mg + 50 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1000 mg + 50 mg"
"342","5","Lac IU + 15 Lac IU + 2.5 gm/vial","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 Lac IU + 15 Lac IU + 2.5 gm/vial"
"343","4","Lac IU + 20 Lac IU + .5 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"4 Lac IU + 20 Lac IU + .5 gm"
"344","45","%","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"45 %"
"345","18.2","mg + 100 mg + 40 mcg + 200 mg + 50 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"18.2 mg + 100 mg + 40 mcg + 200 mg + 50 mg"
"346","11","mg/22 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"11 mg/22 gm"
"347","300","IU/3 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"300 IU/3 ml"
"348","50","mg + 750 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 mg + 750 mg"
"349","50","mg + 200 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 mg + 200 mg"
"350","25","mg + 100 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"25 mg + 100 mg"
"351","50","mg/10 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 mg/10 ml"
"352","15","Lac IU","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"15 Lac IU"
"353","600","mg + 400 IU","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"600 mg + 400 IU"
"354","550","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"550 mg"
"355","300","mcg + 200 mg + 120 mcg + 2 mg + 400 mcg + 9 mg + 100 mg + 2 mg + 30 mg + 10 mg + 4.2 mg + 20 mcg + 3.75 mg + 2500 IU + 15 mcg + 5 mg + 120 mg + 400 IU + 30 IU + 25 mcg + 15 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"300 mcg + 200 mg + 120 mcg + 2 mg + 400 mcg + 9 mg + 100 mg + 2 mg + 30 mg + 10 mg + 4.2 mg + 20 mcg + 3.75 mg + 2500 IU + 15 mcg + 5 mg + 120 mg + 400 IU + 30 IU + 25 mcg + 15 mg"
"356","300","mcg + 300 mg + 120 mcg + 2 mg + 400 mcg + 18 mg + 50 mg + 2 mg + 30 mg + 10 mg + 2.6 mg + 20 mcg + 2.3 mg + 2500 IU + 9 mcg + 3 mg + 120 mg + 800 IU + 30 IU + 25 mcg + 15 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"300 mcg + 300 mg + 120 mcg + 2 mg + 400 mcg + 18 mg + 50 mg + 2 mg + 30 mg + 10 mg + 2.6 mg + 20 mcg + 2.3 mg + 2500 IU + 9 mcg + 3 mg + 120 mg + 800 IU + 30 IU + 25 mcg + 15 mg"
"357","500","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mcg"
"358","30","MIU/.5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"30 MIU/.5 ml"
"359","1.15","gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.15 gm"
"360","2.3","gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2.3 gm"
"361","2000","IU/.5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2000 IU/.5 ml"
"362","3000","IU/.75 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"3000 IU/.75 ml"
"363","5000","IU/.5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5000 IU/.5 ml"
"364","10000","IU/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10000 IU/ml"
"365",".05","gm + 2 gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".05 gm + 2 gm/100 ml"
"366","100","mg + 500 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 500 mg"
"367","100","mg + 500 mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 500 mg/5 ml"
"368","10","gm + 5 gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10 gm + 5 gm/100 ml"
"369","1.8","gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.8 gm/100 ml"
"370","12.5","mg + 40 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"12.5 mg + 40 mg"
"371","5","mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg/100 ml"
"372","740","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"740 mg"
"373","90","mg + 400 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"90 mg + 400 mg"
"374","700","mcg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"700 mcg/ml"
"375","150","mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"150 mg/100 ml"
"376","850","mg + 50 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"850 mg + 50 mg"
"377","66","ml + 3.5 ml/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"66 ml + 3.5 ml/100 ml"
"378","250","mcg + 3 mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 mcg + 3 mg/ml"
"379","50","mcg/Metered Inhalation","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 mcg/Metered Inhalation"
"380","100","mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg/100 ml"
"381","250","mg + 250 mg/vial","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 mg + 250 mg/vial"
"382","10","gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10 gm"
"383","500","mg/10 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mg/10 ml"
"384","1.25","gm/25 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.25 gm/25 ml"
"385","200","gm/Kg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 gm/Kg"
"386","50","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 gm/100 gm"
"387","2","gm + 20 gm + 10 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 gm + 20 gm + 10 gm/100 gm"
"388","500000","IU + 75000 IU + 50 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500000 IU + 75000 IU + 50 mg/100 ml"
"389","22.75","mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"22.75 mg/ml"
"390","200","mg/gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mg/gm"
"391","900","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"900 mg"
"392","1","gm/gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 gm/gm"
"393",".61","gm + 1.1 gm + 6 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".61 gm + 1.1 gm + 6 gm/100 gm"
"394","30","mg + 10 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"30 mg + 10 mg"
"395","7","% + 10 %","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"7 % + 10 %"
"396","50","mcg/Spray","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 mcg/Spray"
"397","12.5","mg + 80 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"12.5 mg + 80 mg"
