"id","name","slug","status","created_at","updated_at","deleted_at","created_by","updated_by","deleted_by"
"424","Rabeprazole Sodium","rabeprazole-sodium","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"425","Fluocinolone Acetonide","fluocinolone-acetonide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"426","Tizanidine","tizanidine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"427","Tretinoin","tretinoin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"428","Lamotrigine","lamotrigine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"429","Monosulfiram","monosulfiram","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"430","Cefoxitin","cefoxitin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"431","Cefpirome","cefpirome","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"432","Clobetasol Propionate + Neomycin Sulphate + Nystatin","clobetasol-propionate-+-neomycin-sulphate-+-nystatin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"433","Inositol","inositol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"434","Prednisolone","prednisolone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"435","Atenolol + Chlorthalidone","atenolol-+-chlorthalidone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"436","Oxaprozin","oxaprozin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"437","Raloxifene Hydrochloride","raloxifene-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"438","Thiopentone Sodium","thiopentone-sodium","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"439","Lercanidipine Hydrochloride","lercanidipine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"440","Olmesartan Medoxomil","olmesartan-medoxomil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"441","Leflunomide","leflunomide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"442","Meclizine Hydrochloride + Pyridoxine Hydrochloride","meclizine-hydrochloride-+-pyridoxine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"443","Atenolol + Nifedipine","atenolol-+-nifedipine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"444","Cyanocobalamin + Toldimfos Sodium","cyanocobalamin-+-toldimfos-sodium","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"445","Ivermectin","ivermectin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"446","Butaphosphan + Cyanocobalamin","butaphosphan-+-cyanocobalamin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"447","Indapamide","indapamide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"448","Mebeverine Hydrochloride","mebeverine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"449","Alendronic Acid + Vitamin D3","alendronic-acid-+-vitamin-d3","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"450","Cefepime","cefepime","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"451","Metformin Hydrochloride + Pioglitazone","metformin-hydrochloride-+-pioglitazone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"452","Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E","ascorbic-acid-+-cod-liver-oil-+-nicotinamide-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-a-+-vitamin-b1-+-vitamin-d3-+-vitamin-e","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"453","Diethylcarbamazine Citrate","diethylcarbamazine-citrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"454","Cilastatin + Imipenem","cilastatin-+-imipenem","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"455","Levosalbutamol","levosalbutamol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"456","Dexibuprofen (S Ibuprofen)","dexibuprofen-(s-ibuprofen)","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"457","Menthol + Methyl Salicylate","menthol-+-methyl-salicylate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"458","Hydroxyzine Hydrochloride","hydroxyzine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"459","Folic Acid + Zinc","folic-acid-+-zinc","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"460","Zinc Oxide","zinc-oxide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"461","Timolol Maleate","timolol-maleate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"462","Bisoprolol Hemifumarate","bisoprolol-hemifumarate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"463","Valacyclovir","valacyclovir","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"464","Amlodipine + Benazepril Hydrochloride","amlodipine-+-benazepril-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"465","Nebivolol","nebivolol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"466","Voriconazole","voriconazole","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"467","Mecobalamin","mecobalamin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"468","Buprenorphine","buprenorphine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"469","Tanoxicam","tanoxicam","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"470","Piracetam","piracetam","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"471","Ambroxol Hydrochloride","ambroxol-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"472","Diosmin + Hesperidin","diosmin-+-hesperidin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"473","Hypromellose","hypromellose","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"474","Calcitriol","calcitriol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"475","Dobutamine","dobutamine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"476","Aminocaproic Acid","aminocaproic-acid","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"477","Bupivacaine","bupivacaine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"478","Bupivacaine + Dextrose","bupivacaine-+-dextrose","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"479","Vecuronium Bromide","vecuronium-bromide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"480","Sodium Selenate + Vitamin E","sodium-selenate-+-vitamin-e","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"481","Phytomenadione","phytomenadione","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"482","Entecavir","entecavir","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"483","Mizolastine","mizolastine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"484","Theophylline","theophylline","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"485","Dexketoprofen","dexketoprofen","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"486","Suxamethonium Chloride","suxamethonium-chloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"487","Neostigmine Methyl Sulphate","neostigmine-methyl-sulphate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"488","Dopamine Hydrochloride","dopamine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"489","Ascorbic Acid + Copper + Lutein + Vitamin E + Zinc","ascorbic-acid-+-copper-+-lutein-+-vitamin-e-+-zinc","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"490","Tranexamic Acid","tranexamic-acid","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"491","Pregabalin","pregabalin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"492","Oseltamivir","oseltamivir","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"493","Nefopam Hydrochloride","nefopam-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"494","Biotin + Cobalt + Copper + Cyanocobalamin + DL-Methionine + Elemental Iron + Folic Acid + Iodine + L-Lysine HCl + Manganese + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Selenium + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E + Vitamin K3 + Zinc","biotin-+-cobalt-+-copper-+-cyanocobalamin-+-dl-methionine-+-elemental-iron-+-folic-acid-+-iodine-+-l-lysine-hcl-+-manganese-+-nicotinamide-+-pantothenic-acid-+-pyridoxine-hydrochloride-+-riboflavin-+-selenium-+-vitamin-a-+-vitamin-b1-+-vitamin-d3-+-vitamin-e-+-vitamin-k3-+-zinc","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"495","Dextrose Anhydrous + Potassium Chloride + Sodium Bicarbonate + Sodium Chloride + Vitamin A","dextrose-anhydrous-+-potassium-chloride-+-sodium-bicarbonate-+-sodium-chloride-+-vitamin-a","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"496","Glyceryl Trinitrate","glyceryl-trinitrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"497","Levocarnitine","levocarnitine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"498","Primaquine","primaquine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"499","Bromfenac","bromfenac","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"500","Levobupivacaine Hydrochloride","levobupivacaine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"501","Eucalypytol + Menthol + Methyl Salicylate + Thymol","eucalypytol-+-menthol-+-methyl-salicylate-+-thymol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"502","Cefaclor","cefaclor","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"503","Bumetanide","bumetanide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"504","Adrenaline + Lidocaine Hydrochloride","adrenaline-+-lidocaine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"505","Miglitol","miglitol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"506","Silver Sulphadiazine","silver-sulphadiazine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"507","Triamcinolone Acetonide","triamcinolone-acetonide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"508","Pramipexol","pramipexol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"509","Tamsulosin Hydrochloride","tamsulosin-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"510","Beclomethasone Dipropionate","beclomethasone-dipropionate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"511","Amino Acids (Essential)","amino-acids-(essential)","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"512","Amlodipine + Valsartan","amlodipine-+-valsartan","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"513","Calcium Acetate","calcium-acetate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"514","Fluticasone Propionate + Salmeterol","fluticasone-propionate-+-salmeterol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"515","Latanoprost + Timolol","latanoprost-+-timolol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"516","Galantamine","galantamine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"517","Artemether + Lumefantrine","artemether-+-lumefantrine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"518","Anhydrous Glucose + Citric Acid + Potassium Chloride + Sodium Bicarbonate + Sodium Chloride","anhydrous-glucose-+-citric-acid-+-potassium-chloride-+-sodium-bicarbonate-+-sodium-chloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"519","Sodium Valproate","sodium-valproate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"520","Clindamycin","clindamycin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"521","Cinacalcet","cinacalcet","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"522","Nitroxynil","nitroxynil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"523","Copper Sulphate","copper-sulphate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"524","Choline Bitartrate + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Thiamine Mononitrate","choline-bitartrate-+-cobalt-sulfate-+-cyanocobalamin-+-ferrous-sulphate-+-thiamine-mononitrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"525","Hydrochlorothiazide + Olmesartan Medoxomil","hydrochlorothiazide-+-olmesartan-medoxomil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"526","Cilostazol","cilostazol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"527","Desonide","desonide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"528","Paroxetine","paroxetine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"529","Amlodipine + Atorvastatin","amlodipine-+-atorvastatin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"530","Amlodipine + Olmesartan Medoxomil","amlodipine-+-olmesartan-medoxomil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"531","Vinpocetine","vinpocetine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"532","Memantine Hydrochloride","memantine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"533","Ethosuximide","ethosuximide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"534","Cefotaxime","cefotaxime","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"535","Clindamycin Phosphate + Tretinoin","clindamycin-phosphate-+-tretinoin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"536","Acitretin","acitretin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"537","Levocetrizine Dihydrochloride","levocetrizine-dihydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"538","Alprazolam","alprazolam","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"539","Aztreonam","aztreonam","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"540","Ciprofloxacin + Dexamethasone","ciprofloxacin-+-dexamethasone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"541","Adenosine + Cytochrome C + Nicotinamide + Sodium Succinate","adenosine-+-cytochrome-c-+-nicotinamide-+-sodium-succinate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"542","Midazolam","midazolam","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"543","Lidocaine + Prilocaine","lidocaine-+-prilocaine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"544","Febuxostat","febuxostat","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"545","Fenofibrate","fenofibrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"546","Doxylamine Succinate","doxylamine-succinate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"547","Prasugrel","prasugrel","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"548","Halobetasol Propionate","halobetasol-propionate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"549","Ipratropium Bromide","ipratropium-bromide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"550","Cefprozil","cefprozil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"551","Prochlorperazine Maleate","prochlorperazine-maleate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"552","Prochlorperazine Mesilate","prochlorperazine-mesilate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"553","Mometasone Furoate","mometasone-furoate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"554","Ritodrine Hydrochloride","ritodrine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"555","Amlexanox","amlexanox","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"556","Adapalene","adapalene","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"557","Piperacillin + Tazobactam","piperacillin-+-tazobactam","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"558","Budesonide","budesonide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"559","Tenofovir Disoproxil Fumarate","tenofovir-disoproxil-fumarate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"560","Nalbuphine Hydrochloride","nalbuphine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"561","Doripenem","doripenem","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"562","Budesonide + Formoterol Fumarate","budesonide-+-formoterol-fumarate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"563","Paracetamol + Tramadol Hydrochloride","paracetamol-+-tramadol-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"564","Amiodarone Hydrochloride","amiodarone-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"565","Medroxyprogesterone Acetate","medroxyprogesterone-acetate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"566","Norethisterone","norethisterone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"567","Ethinylestradiol + Levo Norgestrel","ethinylestradiol-+-levo-norgestrel","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"568","Levo Norgestrel","levo-norgestrel","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"569","Tibolone","tibolone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"570","Levothyroxine Sodium","levothyroxine-sodium","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"571","Allystrenol","allystrenol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"572","Cinnarizine + Dimenhydrinate","cinnarizine-+-dimenhydrinate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"573","Ipratropium Bromide + Salbutamol","ipratropium-bromide-+-salbutamol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"574","Lithium Carbonate","lithium-carbonate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"575","Xylometazoline Hydrochloride","xylometazoline-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"576","Ephedrine Hydrochloride","ephedrine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"577","Oxymetazoline Hydrochloride","oxymetazoline-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"578","Carbidopa + Entacapone + Levodopa","carbidopa-+-entacapone-+-levodopa","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"579","Sildenafil","sildenafil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"580","Quetiapine","quetiapine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"581","Tolfenamic Acid","tolfenamic-acid","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"582","Bisoprolol Hemifumarate + Hydrochlorothiazide","bisoprolol-hemifumarate-+-hydrochlorothiazide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"583","Tadalafil","tadalafil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"584","Magaldrate","magaldrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"585","Mirtazapine","mirtazapine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"586","Liquid Paraffin + Magnesium Hydroxide","liquid-paraffin-+-magnesium-hydroxide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"587","Cefpodoxime + Clavulanic Acid","cefpodoxime-+-clavulanic-acid","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"588","Dextrose Anhydrous + Fructose + Potassium Chloride + Sodium Bicarbonate + Sodium Chloride + Sucrose","dextrose-anhydrous-+-fructose-+-potassium-chloride-+-sodium-bicarbonate-+-sodium-chloride-+-sucrose","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"589","Solifenacin Succinate","solifenacin-succinate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"590","Metformin Hydrochloride + Sitagliptin","metformin-hydrochloride-+-sitagliptin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"591","Benzylpenicillin + Procaine Penicillin + Streptomycin","benzylpenicillin-+-procaine-penicillin-+-streptomycin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"592","Sitagliptin","sitagliptin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"593","Chlorhexidine","chlorhexidine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"594","Tiamulin Hydrogen Fumerate","tiamulin-hydrogen-fumerate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"595","Choline Bitartrate + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Thiamine Mononitrate (B1)","choline-bitartrate-+-cobalt-sulfate-+-cyanocobalamin-+-ferrous-sulphate-+-thiamine-mononitrate-(b1)","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"596","Aripiprazole","aripiprazole","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"597","Oxcarbazepine","oxcarbazepine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"598","Escitalopram","escitalopram","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"599","Risperidone","risperidone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"600","Amantadine Hydrochloride","amantadine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"601","Calcium Orotate","calcium-orotate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"602","Insulin Aspart","insulin-aspart","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"603","Tapentadol","tapentadol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"604","Diacerein + Glucosamine Sulphate","diacerein-+-glucosamine-sulphate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"605","Carbidopa + Levodopa","carbidopa-+-levodopa","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"606","Streptokinase","streptokinase","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"607","Trihexyphenidyl Hydrochloride","trihexyphenidyl-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"608","Linagliptin","linagliptin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"609","Calcium + Cholecalciferol (Vit. D3)","calcium-+-cholecalciferol-(vit.-d3)","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"610","Racecadrotil","racecadrotil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"611","Orlistat","orlistat","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"612","Deflazacort","deflazacort","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"613","Doxophylline","doxophylline","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"614","Ursodeoxycholic Acid","ursodeoxycholic-acid","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"615","Rifaximin","rifaximin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"616","Indomethacin","indomethacin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"617","Biotin + Calcium + Chromium + Copper + Folic Acid + Iron + Magnesium + Manganese + Niacin + Pantothenic acid + Riboflavin + Selenium + Thiamine + Vitamin A + Vitamin B12 + Vitamin B6 + Vitamin C + Vitamin D + Vitamin E + Vitamin K + Zinc","biotin-+-calcium-+-chromium-+-copper-+-folic-acid-+-iron-+-magnesium-+-manganese-+-niacin-+-pantothenic-acid-+-riboflavin-+-selenium-+-thiamine-+-vitamin-a-+-vitamin-b12-+-vitamin-b6-+-vitamin-c-+-vitamin-d-+-vitamin-e-+-vitamin-k-+-zinc","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"618","Roflumilast","roflumilast","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"619","Duloxetine","duloxetine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"620","Filgrastim","filgrastim","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"621","Glycerol","glycerol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"622","Cefditoren","cefditoren","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"623","Erythropoietin","erythropoietin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"624","Ebastine","ebastine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"625","Dapoxetine","dapoxetine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"626","Betamethasone + Salicylic Acid","betamethasone-+-salicylic-acid","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"627","Potassium Bicarbonate + Sodium Alginate","potassium-bicarbonate-+-sodium-alginate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"628","Crotamiton + Permethrin","crotamiton-+-permethrin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"629","Ceftibuten","ceftibuten","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"630","Sofosbuvir","sofosbuvir","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"631","Ledipasvir + Sofosbuvir","ledipasvir-+-sofosbuvir","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"632","Canagliflozin","canagliflozin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"633","Ribavirin","ribavirin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"634","Butamirate Citrate","butamirate-citrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
